,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
754873,5097,3361,4,962375337,M,56,16,19131,Bull Durham (1988),Comedy,False
177732,5397,1244,5,1039639305,M,18,0,60451,Manhattan (1979),Comedy|Drama|Romance,False
558553,2451,3448,4,974831237,M,45,12,37853,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
565547,4379,2325,4,965176821,M,25,4,27278,Orgazmo (1997),Comedy,False
786156,3140,2875,4,1020012673,F,25,4,78728,Sommersby (1993),Drama|Mystery|Romance,False
719817,4279,786,2,965282997,M,25,16,43215,Eraser (1996),Action|Thriller,False
98503,5956,110,2,957077178,F,18,4,02142,Braveheart (1995),Action|Drama|War,False
387117,4607,2329,4,964307564,M,25,0,27403,American History X (1998),Drama,False
506433,2436,2431,4,976155152,M,25,7,22902,Patch Adams (1998),Comedy|Drama,False
255543,5795,377,2,958143844,M,25,1,92688,Speed (1994),Action|Romance|Thriller,False
420183,1343,3358,4,975803739,M,35,14,91324,Defending Your Life (1991),Comedy|Romance,False
929555,3414,502,2,967406894,M,25,17,75146,"Next Karate Kid, The (1994)",Action|Children's,False
397011,1101,300,2,974924361,M,35,1,06417,Quiz Show (1994),Drama,False
581801,710,1479,3,975544670,M,25,20,85207,"Saint, The (1997)",Action|Romance|Thriller,False
449727,5878,2657,1,957548015,F,25,0,60640,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
987032,1015,1508,3,979453057,M,35,3,11220,Traveller (1997),Drama,False
805721,1753,3949,5,974701937,M,35,6,90803,Requiem for a Dream (2000),Drama,False
661939,3842,2085,4,967983694,F,35,16,92054,101 Dalmatians (1961),Animation|Children's,False
956938,4819,1855,2,962926695,M,35,18,17350,Krippendorf's Tribe (1998),Comedy,False
635894,2215,2912,3,974600683,F,25,0,93940,"Limey, The (1999)",Action|Crime|Drama,False
722370,4509,3210,4,964980267,M,25,7,38261,Fast Times at Ridgemont High (1982),Comedy,False
556069,4091,2706,2,965424346,M,25,17,55410,American Pie (1999),Comedy,False
961184,3681,549,2,966354093,M,25,7,29662,Thirty-Two Short Films About Glenn Gould (1993),Documentary,False
775229,1068,1381,5,974950004,F,18,4,77581,Grease 2 (1982),Comedy|Musical|Romance,False
161829,5826,457,4,957897397,M,18,4,60201,"Fugitive, The (1993)",Action|Thriller,False
719415,5760,3052,4,958250266,M,18,12,10549,Dogma (1999),Comedy,False
258012,1484,1912,4,997906253,M,25,12,07054,Out of Sight (1998),Action|Crime|Romance,False
616801,4800,1805,3,962944321,M,18,4,80521,Wild Things (1998),Crime|Drama|Mystery|Thriller,False
743272,5273,1958,5,961111653,M,56,20,91030,Terms of Endearment (1983),Comedy|Drama,False
16097,1451,1035,5,974759903,M,35,20,90012,"Sound of Music, The (1965)",Musical,False
14346,5393,2398,4,960321305,M,35,7,10471,Miracle on 34th Street (1947),Drama,False
521278,151,539,4,978682026,F,25,20,85013,Sleepless in Seattle (1993),Comedy|Romance,False
197892,5788,1580,3,958107341,M,25,0,92646,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
85057,935,292,4,975182770,M,35,14,60538,Outbreak (1995),Action|Drama|Thriller,False
368400,4508,1274,3,964981262,M,25,20,15701,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,False
228331,4328,2333,4,1014824216,M,50,3,75650,Gods and Monsters (1998),Drama,False
805600,295,3949,5,976527708,M,18,0,80203,Requiem for a Dream (2000),Drama,False
601187,4482,1883,4,965016425,F,35,1,94044,Bulworth (1998),Comedy,False
216154,1299,1036,4,974789005,M,25,14,02038,Die Hard (1988),Action|Thriller,False
101956,5716,3471,4,958510720,M,1,10,03756,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
21496,5437,2797,5,960000264,M,25,11,55426,Big (1988),Comedy|Fantasy,False
109437,4139,2858,5,965348230,M,56,14,40207,American Beauty (1999),Comedy|Drama,False
742151,1207,3551,3,974843540,M,50,0,43617,Marathon Man (1976),Thriller,False
538336,2995,2021,4,970683967,M,25,15,97333,Dune (1984),Fantasy|Sci-Fi,False
640100,5880,2288,3,958012113,M,25,1,08904,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
319957,713,34,4,975535787,M,35,7,79912,Babe (1995),Children's|Comedy|Drama,False
307973,428,1884,4,976260688,F,18,4,55455,Fear and Loathing in Las Vegas (1998),Comedy|Drama,False
315841,1880,3499,4,974739025,M,35,0,91006,Misery (1990),Horror,False
384143,4796,345,5,962986865,M,35,7,98103,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,False
110224,5583,2858,5,959280251,M,56,15,37830,American Beauty (1999),Comedy|Drama,False
185661,4473,1394,4,965073466,M,35,1,94121,Raising Arizona (1987),Comedy,False
553892,934,2045,3,992025125,F,35,7,97401,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,False
610204,5917,1702,3,957316420,F,50,1,94550,Flubber (1997),Children's|Comedy|Fantasy,False
951684,212,1355,2,976946149,M,25,16,53714,Nightwatch (1997),Horror|Thriller,False
450232,1004,316,4,975040514,M,25,3,95136,Stargate (1994),Action|Adventure|Sci-Fi,False
689498,3368,1258,5,1041863060,M,25,14,55435,"Shining, The (1980)",Horror,False
650760,830,2116,3,975368336,M,35,7,60657,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,False
865064,1314,2491,5,974782719,F,18,4,68154,Simply Irresistible (1999),Comedy|Romance,False
669144,2529,3705,3,974056796,F,35,9,95903,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,False
207167,3056,2617,3,970124505,M,25,18,10309,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
962236,1224,3135,4,974838476,M,50,13,02125,"Great Santini, The (1979)",Drama,False
640090,5809,2288,3,957981503,M,25,7,37206,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
542227,1434,2530,1,974845980,F,1,10,495321,Beneath the Planet of the Apes (1970),Action|Sci-Fi,False
150717,1861,1955,3,974769995,M,50,16,92129,Kramer Vs. Kramer (1979),Drama,False
415187,1203,778,4,974927303,F,25,1,06417,Trainspotting (1996),Drama,False
418641,4140,1307,3,965350607,M,25,0,32112,When Harry Met Sally... (1989),Comedy|Romance,False
929530,2109,502,1,974650072,M,25,16,13090,"Next Karate Kid, The (1994)",Action|Children's,False
245602,2737,728,4,973227658,M,25,3,50311,Cold Comfort Farm (1995),Comedy,False
528983,3243,2012,4,968393363,M,25,12,98117,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
276270,3032,1429,2,970343018,M,25,0,47303,Jackie Chan's First Strike (1996),Action,False
588380,1285,3033,4,975458376,M,35,4,98125,Spaceballs (1987),Comedy|Sci-Fi,False
85932,728,3071,3,975515958,M,25,6,11598,Stand and Deliver (1987),Drama,False
692932,4041,1772,5,965513054,M,18,3,48005,Blues Brothers 2000 (1998),Action|Comedy|Musical,False
701486,2857,2367,3,972505398,M,25,0,10469,King Kong (1976),Action|Adventure|Horror,False
88417,2172,1259,3,1014438730,M,18,20,60641,Stand by Me (1986),Adventure|Comedy|Drama,False
617830,1495,2394,3,974761205,M,18,0,77341,"Prince of Egypt, The (1998)",Animation|Musical,False
159621,4388,349,5,965217671,M,45,3,75074,Clear and Present Danger (1994),Action|Adventure|Thriller,False
998449,2293,1144,4,974509055,F,56,3,48130,"Line King: Al Hirschfeld, The (1996)",Documentary,False
408671,1298,2302,4,974839791,M,35,6,33615,My Cousin Vinny (1992),Comedy,False
358352,1702,3500,4,980997679,M,18,10,97303,Mr. Saturday Night (1992),Comedy|Drama,False
81629,1632,3108,5,974718169,M,25,16,94120,"Fisher King, The (1991)",Comedy|Drama|Romance,False
878884,3864,1944,5,965855039,M,50,20,29630,From Here to Eternity (1953),Drama|Romance|War,False
528726,1806,2012,5,977294273,M,18,4,22032,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
310256,3053,348,4,970602279,F,25,3,55102,Bullets Over Broadway (1994),Comedy,False
679451,820,546,3,975383902,M,35,7,78759,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,False
124320,4048,1372,5,965498223,F,35,1,89431,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
91732,4618,1544,2,964126926,M,25,14,97202,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
522311,685,2371,3,975602980,M,25,4,27514,Fletch (1985),Comedy,False
560389,4981,2076,3,962598708,M,50,1,55406,Blue Velvet (1986),Drama|Mystery,False
375441,261,111,4,976667877,M,25,20,75801,Taxi Driver (1976),Drama|Thriller,False
69354,3340,2916,4,968585731,M,45,16,48097,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
571196,293,2539,3,980975973,M,56,1,55337-4056,Analyze This (1999),Comedy,False
927690,3778,3767,1,966033355,M,25,0,61832,Missing in Action 2: The Beginning (1985),Action|War,False
428975,6000,3363,3,956881215,M,45,17,30075,American Graffiti (1973),Comedy|Drama,False
760784,5561,468,1,959375424,F,25,3,74075,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
542115,5787,2968,4,958109524,M,25,20,90802,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
443022,1835,2072,4,974878241,M,25,19,11501,"'burbs, The (1989)",Comedy,False
671869,3370,2404,2,967606548,M,18,4,92833,Rambo III (1988),Action|War,False
266151,2774,1704,4,973063364,M,25,1,92103,Good Will Hunting (1997),Drama,False
924090,3892,1939,4,965799521,M,25,20,91505,"Best Years of Our Lives, The (1946)",Drama|War,False
951674,5312,3014,5,964669200,M,25,1,10463,Bustin' Loose (1981),Comedy,False
410846,1489,3253,5,975121487,F,35,2,60201,Wayne's World (1992),Comedy,False
691020,5414,1407,4,960236947,M,1,10,07652,Scream (1996),Horror|Thriller,False
59949,4480,1246,2,965029236,M,25,0,94403,Dead Poets Society (1989),Drama,False
282384,3410,2599,5,967416548,M,35,1,20653,Election (1999),Comedy,False
111321,4051,1225,3,965493866,M,18,14,01604,Amadeus (1984),Drama,False
719341,5442,3052,4,959981405,M,25,7,63110,Dogma (1999),Comedy,False
84486,4312,1610,5,965259901,M,25,18,78757,"Hunt for Red October, The (1990)",Action|Thriller,False
682487,5627,3698,3,959045555,M,25,0,07040,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
947296,3569,1326,3,966742582,F,18,2,48823,Amityville II: The Possession (1982),Horror,False
824343,3827,2921,5,966127202,M,50,2,87020,High Plains Drifter (1972),Western,False
236329,3648,3793,4,966457759,M,18,4,85210,X-Men (2000),Action|Sci-Fi,False
565949,2438,2907,2,974262127,M,35,1,22903,Superstar (1999),Comedy,False
277688,2058,3176,4,974662709,F,56,1,06437,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
250066,3229,800,4,968560112,F,56,1,93105,Lone Star (1996),Drama|Mystery,False
93084,4401,1188,2,965158700,M,18,4,10027,Strictly Ballroom (1992),Comedy|Romance,False
581259,5299,3070,4,961005271,M,25,2,43202,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
742961,1671,1958,4,974794249,M,35,0,98368,Terms of Endearment (1983),Comedy|Drama,False
581249,5193,3070,4,961703321,M,35,12,14619,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
208703,5371,3671,3,960481863,M,25,11,55408,Blazing Saddles (1974),Comedy|Western,False
251775,4728,50,4,1032133294,M,25,19,31401,"Usual Suspects, The (1995)",Crime|Thriller,False
777641,1303,2403,4,974964140,M,25,19,94111,First Blood (1982),Action,False
849444,2304,3697,4,974496853,M,45,12,94103,Predator 2 (1990),Action|Sci-Fi|Thriller,False
184657,264,1394,2,976714265,M,35,0,20755,Raising Arizona (1987),Comedy,False
91562,3669,1544,3,966380387,M,25,14,60148,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
966610,319,2594,4,976425154,F,50,6,33436,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi,False
404928,4546,1358,4,964656627,M,25,7,49686,Sling Blade (1996),Drama|Thriller,False
208819,308,2871,4,976484002,M,25,2,10025,Deliverance (1972),Adventure|Thriller,False
759400,413,2352,5,976287511,M,25,11,55409,"Big Chill, The (1983)",Comedy|Drama,False
959588,5848,2361,1,957782383,M,50,20,20009,Pink Flamingos (1972),Comedy,False
853403,5011,3157,4,962588467,M,18,4,64154,Stuart Little (1999),Children's|Comedy,False
36219,5643,588,4,958890865,F,35,1,84108,Aladdin (1992),Animation|Children's|Comedy|Musical,False
908667,1897,3185,3,974771982,F,50,2,94530,Snow Falling on Cedars (1999),Drama,False
844898,4508,172,1,964981615,M,25,20,15701,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False
4268,224,2355,3,976833342,F,18,4,14850,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
997642,1113,1864,4,974927797,M,18,4,97215,Sour Grapes (1998),Comedy,False
306629,5412,2683,2,960243649,M,25,12,97330,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
750661,3829,3763,3,965932770,F,25,1,22307,F/X (1986),Action|Crime|Thriller,False
820871,4001,1299,5,965571252,F,25,1,01860,"Killing Fields, The (1984)",Drama|War,False
550726,660,3347,4,975698368,M,45,16,70507,Never Cry Wolf (1983),Drama,False
44362,2990,1961,5,970954147,M,35,12,45243,Rain Man (1988),Drama,False
652584,5765,2985,3,958179912,M,25,11,44515,Robocop (1987),Action|Crime|Sci-Fi,False
343098,3825,912,5,965938696,M,18,1,06279,Casablanca (1942),Drama|Romance|War,False
655546,5642,2139,4,958924829,M,1,10,73013,"Secret of NIMH, The (1982)",Animation|Children's,False
313885,1626,1747,4,974723693,M,18,4,10010,Wag the Dog (1997),Comedy|Drama,False
473390,1647,1374,5,974712578,M,18,18,98118,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
994098,1632,3428,3,974719619,M,25,16,94120,"Champ, The (1979)",Drama,False
342959,3367,912,5,970080820,M,50,16,10025,Casablanca (1942),Drama|Romance|War,False
863412,2987,2460,1,970794638,M,18,4,15213,"Texas Chainsaw Massacre 2, The (1986)",Horror,False
545348,5741,1302,5,958400935,M,50,13,60622,Field of Dreams (1989),Drama,False
918504,1586,3613,4,974735828,M,45,7,77351,Things Change (1988),Comedy,False
886461,746,886,1,975468776,F,18,19,95019,Bulletproof (1996),Action,False
614685,2840,628,4,972571628,M,25,0,60660,Primal Fear (1996),Drama|Thriller,False
670315,1010,1960,3,975229047,M,25,0,10310,"Last Emperor, The (1987)",Drama|War,False
49931,1301,1028,5,974789126,F,25,2,10475,Mary Poppins (1964),Children's|Comedy|Musical,False
425874,524,3869,4,976171320,M,18,0,91320,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
554242,3201,2046,5,968626145,M,45,7,35216,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
664464,716,839,4,978750907,M,18,4,98188,"Crow: City of Angels, The (1996)",Action|Thriller,False
947927,1680,2525,3,974709245,M,25,20,95380,Alligator (1980),Action|Horror|Sci-Fi,False
579343,1184,10,4,974853810,F,25,4,92354,GoldenEye (1995),Action|Adventure|Thriller,False
334444,2272,3536,5,974645897,M,25,0,71731,Keeping the Faith (2000),Comedy|Romance,False
345089,3031,2100,4,970955403,M,18,4,48135,Splash (1984),Comedy|Fantasy|Romance,False
748256,2121,951,4,974647396,M,56,13,02356,His Girl Friday (1940),Comedy,False
96277,484,110,5,976216208,F,1,10,55104,Braveheart (1995),Action|Drama|War,False
895246,216,322,3,976865829,M,45,13,52761,Swimming with Sharks (1995),Comedy|Drama,False
397639,411,1777,3,976388214,F,45,1,43214,"Wedding Singer, The (1998)",Comedy|Romance,False
721665,5536,1037,2,959992304,M,25,16,67204,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,False
109761,4747,2858,2,963240472,M,18,4,26201,American Beauty (1999),Comedy|Drama,False
688369,3231,2991,4,968894731,M,25,7,55112,Live and Let Die (1973),Action,False
293828,2180,551,5,974610476,M,25,12,27713-9225,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
982815,2024,433,2,974673543,M,1,19,06614,Clean Slate (1994),Comedy,False
863308,4958,3251,3,1044651586,M,18,7,55403,Agnes of God (1985),Drama|Mystery,False
302308,3397,1734,5,967481517,M,25,5,55414,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,False
702643,4531,2949,3,965154831,M,18,4,85701,Dr. No (1962),Action,False
815010,2222,1183,2,974858942,F,45,1,13088,"English Patient, The (1996)",Drama|Romance|War,False
533942,4953,541,4,962638725,M,35,12,55082,Blade Runner (1982),Film-Noir|Sci-Fi,False
390961,3808,2699,3,965966200,M,25,7,60010,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
16650,5302,1035,5,960957799,F,1,10,02332,"Sound of Music, The (1965)",Musical,False
335480,2931,3753,5,972711942,M,18,4,16803,"Patriot, The (2000)",Action|Drama|War,False
537759,3689,1586,3,966312832,M,25,0,80906,G.I. Jane (1997),Action|Drama|War,False
605657,1088,2840,4,1023164489,F,1,10,98103,Stigmata (1999),Thriller,False
323821,5112,714,3,962325830,M,35,13,89128,Dead Man (1995),Western,False
890577,272,1627,4,976696490,M,18,0,80302,U Turn (1997),Action|Crime|Mystery,False
210217,3808,2115,5,965963695,M,25,7,60010,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
87942,814,1259,5,975392773,F,18,4,92612,Stand by Me (1986),Adventure|Comedy|Drama,False
54400,4826,2028,5,962916172,M,45,12,55436,Saving Private Ryan (1998),Action|Drama|War,False
978086,1147,3128,2,974873713,M,25,20,98101,"Map of the World, A (1999)",Drama,False
212656,2407,2081,4,1037240262,M,35,16,11358,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
443825,10,1345,3,978229295,F,35,1,95370,Carrie (1976),Horror,False
206404,3210,3168,5,968560065,F,45,0,02115,Easy Rider (1969),Adventure|Drama,False
630094,3341,319,3,967799299,M,25,20,91730,Shallow Grave (1994),Thriller,False
315527,4887,1966,5,962740152,M,18,2,19072,Metropolitan (1990),Comedy,False
770191,5257,1285,5,961261598,F,25,2,10019,Heathers (1989),Comedy,False
482135,4470,344,3,965067678,M,35,12,15089,Ace Ventura: Pet Detective (1994),Comedy,False
73265,5361,1210,3,960520019,F,50,16,92026,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
805321,5643,494,2,959648662,F,35,1,84108,Executive Decision (1996),Action|Thriller,False
837913,4956,1949,4,962643901,M,35,15,77007,"Man for All Seasons, A (1966)",Drama,False
773258,3201,2313,4,968625643,M,45,7,35216,"Elephant Man, The (1980)",Drama,False
575583,4884,999,3,962744338,M,35,14,90266,2 Days in the Valley (1996),Crime,False
581650,4865,2414,2,962819741,F,35,14,02130,Young Sherlock Holmes (1985),Action|Adventure|Mystery,False
872091,4238,1971,2,965416718,M,35,16,44691,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,False
828116,5035,3760,2,962557341,F,25,17,19810,"Kentucky Fried Movie, The (1977)",Comedy,False
891019,1223,950,3,974837671,M,25,2,60102,"Thin Man, The (1934)",Mystery,False
939131,2445,3515,1,974217116,M,25,0,48104,Me Myself I (2000),Comedy,False
862185,3356,1983,2,967697366,M,35,7,95031,Halloween II (1981),Horror,False
648765,1113,2542,4,1012707044,M,18,4,97215,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
20929,3308,2797,5,967975121,F,18,20,15701-1348,Big (1988),Comedy|Fantasy,False
473779,3353,1374,4,968126332,M,35,17,92688,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
263937,3365,1127,5,967662481,M,50,17,23059,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
864262,5306,2110,3,960940013,F,25,17,92121,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,False
725708,1676,3243,3,974800074,M,18,4,91301,Encino Man (1992),Comedy,False
598559,2015,3461,3,982624594,M,18,4,01003,Lord of the Flies (1963),Adventure|Drama|Thriller,False
885522,3574,3616,2,966731007,F,35,6,33314,Loser (2000),Comedy|Romance,False
405573,3561,3178,3,967060272,M,35,14,63304,"Hurricane, The (1999)",Drama,False
907269,195,2147,3,991109661,M,25,12,10458,"Clan of the Cave Bear, The (1986)",Drama,False
379959,2186,555,3,974607461,M,18,5,41018,True Romance (1993),Action|Crime|Romance,False
198888,3768,1261,4,966066433,M,25,4,86314,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
198685,1584,1261,4,977379326,M,25,19,45701,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
729762,1059,1248,3,974969257,F,25,0,97213,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
214947,3529,1214,3,966896300,F,45,1,97361,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
908589,915,3185,3,975203218,M,25,7,72762,Snow Falling on Cedars (1999),Drama,False
129799,3013,1196,4,970512126,M,45,17,97124,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
353988,1094,2336,5,974929258,F,18,0,92626,Elizabeth (1998),Drama,False
960589,5837,3094,1,957845270,M,25,7,60607,Maurice (1987),Drama|Romance,False
855316,1335,3412,2,974817886,M,35,0,14228,"Bear, The (1988)",Adventure,False
709299,5837,145,4,957844530,M,25,7,60607,Bad Boys (1995),Action,False
845743,442,3480,5,978454447,M,25,1,55105,Lucas (1986),Drama,False
568280,1391,440,4,974770760,M,35,15,20723,Dave (1993),Comedy|Romance,False
595830,1448,160,3,976134055,F,25,3,17522,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
590167,2134,2694,1,974644979,M,18,10,02780,Big Daddy (1999),Comedy,False
988475,2576,3572,1,973898811,M,18,17,97030,Carnosaur (1993),Horror|Sci-Fi,False
1478,5252,1193,5,961454359,M,25,20,60622,One Flew Over the Cuckoo's Nest (1975),Drama,False
832721,919,2796,3,975206902,F,35,1,92056,Funny Farm (1988),Comedy,False
214077,949,1214,5,975140560,M,50,17,96753,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
877646,791,170,2,982159670,M,35,7,27511,Hackers (1995),Action|Crime|Thriller,False
663345,796,3398,2,976289241,M,50,6,98237,"Muppets Take Manhattan, The (1984)",Children's|Comedy,False
504294,3029,520,4,970365327,M,18,4,92037,Robin Hood: Men in Tights (1993),Comedy,False
884662,1117,159,3,975693468,M,18,14,10017,Clockers (1995),Drama,False
525076,2454,3175,3,974180439,M,18,0,97005,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
808311,1758,1297,4,974786558,F,25,0,33067-1400,Real Genius (1985),Comedy,False
823074,2199,3203,4,974606402,M,1,10,60613,Dead Calm (1989),Thriller,False
834423,5852,1251,5,957757378,F,25,1,94044,8 1/2 (1963),Drama,False
486368,1611,3703,4,980749212,M,25,0,03867,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
5329,3996,2355,5,965585214,M,18,14,32825,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
757855,3999,3707,3,965580051,M,35,17,30701,Nine 1/2 Weeks (1986),Drama,False
332674,1285,1569,3,974876637,M,35,4,98125,My Best Friend's Wedding (1997),Comedy|Romance,False
670377,1579,1960,5,974929361,M,25,0,60201,"Last Emperor, The (1987)",Drama|War,False
776643,817,1021,4,975388957,M,18,4,41076,Angels in the Outfield (1994),Children's|Comedy,False
858775,1004,3807,4,975041041,M,25,3,95136,Sinbad and the Eye of the Tiger (1977),Action|Adventure,False
605051,3285,1396,4,968117971,M,25,4,44706,Sneakers (1992),Crime|Drama|Sci-Fi,False
436992,137,1339,4,1000868854,F,45,6,78758,Bram Stoker's Dracula (1992),Horror|Romance,False
502018,3118,954,4,969408320,M,25,0,77025,Mr. Smith Goes to Washington (1939),Drama,False
868092,3410,1600,1,967491922,M,35,1,20653,She's So Lovely (1997),Drama|Romance,False
432364,509,2,3,976206849,M,25,2,55125,Jumanji (1995),Adventure|Children's|Fantasy,False
443079,3081,2072,2,969802732,M,25,7,77252,"'burbs, The (1989)",Comedy,False
700140,3771,1994,5,966047908,M,25,1,14982,Poltergeist (1982),Horror|Thriller,False
808374,2776,1297,4,973054395,M,25,14,22205,Real Genius (1985),Comedy,False
242774,5250,296,5,961355932,M,50,6,01545,Pulp Fiction (1994),Crime|Drama,False
697410,1755,2338,1,974704322,F,18,4,77005,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,False
949587,2910,1987,2,1016472468,M,1,19,75602,Prom Night (1980),Horror,False
54662,5492,2028,4,996697397,M,18,4,55104,Saving Private Ryan (1998),Action|Drama|War,False
781243,5659,1541,3,958789311,M,25,0,20874,Addicted to Love (1997),Comedy|Romance,False
452398,3029,2080,5,970369323,M,18,4,92037,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
33142,3514,745,3,966972453,M,18,12,30318,"Close Shave, A (1995)",Animation|Comedy|Thriller,False
712138,4033,3450,4,965512795,M,25,6,43551,Grumpy Old Men (1993),Comedy,False
347698,2857,1674,3,972509302,M,25,0,10469,Witness (1985),Drama|Romance|Thriller,False
406337,2232,3751,5,1041099091,M,25,14,60061,Chicken Run (2000),Animation|Children's|Comedy,False
484980,3998,924,4,965579799,M,45,0,74354,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
985222,5990,3496,2,956868909,F,25,20,90046,Madame Sousatzka (1988),Drama,False
213550,3576,2951,3,966718733,M,50,7,68046,"Fistful of Dollars, A (1964)",Action|Western,False
880998,3610,410,2,974825554,M,18,6,30064,Addams Family Values (1993),Comedy,False
270563,880,1921,4,975262972,M,35,17,94114,Pi (1998),Sci-Fi|Thriller,False
48625,3790,260,4,966039515,F,25,17,94618,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
20169,5927,3105,4,957272637,M,35,14,10003,Awakenings (1990),Drama,False
653407,3675,2052,3,966369558,M,35,7,06680,Hocus Pocus (1993),Children's|Comedy,False
792421,5682,1593,3,958965219,M,18,0,23455-4959,Picture Perfect (1997),Comedy|Romance,False
158373,1130,2501,4,976912808,M,18,7,60012,October Sky (1999),Drama,False
4781,2073,2355,5,974657517,F,18,4,13148,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
279038,1560,2806,1,1013990614,F,25,3,85226,Teaching Mrs. Tingle (1999),Comedy|Thriller,False
81912,3539,3108,4,966927043,F,25,4,77006,"Fisher King, The (1991)",Comedy|Drama|Romance,False
533636,3894,541,4,965789428,M,35,16,02139,Blade Runner (1982),Film-Noir|Sci-Fi,False
906933,4445,3664,3,965088788,M,25,3,19806,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,False
885984,482,3617,2,984550688,M,25,14,55305,Road Trip (2000),Comedy,False
504402,4579,520,2,1015866168,F,18,4,63332,Robin Hood: Men in Tights (1993),Comedy,False
451343,1500,317,2,1038930397,M,25,17,98115,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
350313,2408,1573,4,974255078,F,45,1,01609,Face/Off (1997),Action|Sci-Fi|Thriller,False
194102,662,653,4,975662161,M,18,4,99163,Dragonheart (1996),Action|Adventure|Fantasy,False
904953,2880,1228,4,989098294,M,18,12,55405,Raging Bull (1980),Drama,False
581238,5107,3070,2,962333813,F,45,0,08081,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
616062,5367,2605,1,960499678,M,18,4,55344,Entrapment (1999),Crime|Thriller,False
